name,age,pos,elc,salary,gp,evo,ppo,evd,shd,pim_dif,goals_attributed,wins_attributed,gaa,waa
"Jackson LaCombe",23,D,Y,925000,75,11.564000,1.940000,7.7676000,0.00446,-2.480000,18.79606,3.1326766666666668,9.98533140676117,1.6642219011268644
"Phillip Danault",31,F,N,5500000,80,12.248000,0.340000,4.6532000,0.0037000000000000006,2.040000,19.284899999999997,3.2141499999999996,10.474171406761165,1.7456952344601973
"Alex Laferriere",23,F,Y,875000,77,14.508000,1.040000,2.8936000,0.00014000000000000001,2.160000,20.60174,3.4336233333333332,11.791011406761168,1.9651685677935309
"Taylor Hall",33,F,N,6000000,77,11.904000,2.420000,2.3692000,0,-2.000000,14.693200000000001,2.448866666666667,5.882471406761169,0.9804119011268646
"Jean-Gabriel Pageau",32,F,N,5000000,79,11.160000,1.220000,3.5240000,0.3834,1.780000,18.067400000000003,3.0112333333333337,9.256671406761171,1.5427785677935313
"Nick Paul",29,F,N,3150000,76,13.556000,1.220000,2.0424000,0.0012000000000000001,-6.360000,10.459600000000002,1.743266666666667,1.6488714067611703,0.2748119011268646
"Stefan Noesen",31,F,N,2750000,78,10.340000,4.460000,1.5236000,0.0009599999999999999,-10.680000,5.6445599999999985,0.9407599999999997,-3.166168593238833,-0.5276947655398027
"Fabian Zetterlund",25,F,N,1450000,84,12.896000,2.060000,5.0056000,0.000059999999999999995,7.400000,27.36166,4.560276666666667,18.55093140676117,3.091821901126864
"Brandon Montour",30,D,N,7142857,81,12.636000,2.780000,5.7696000,0.00035999999999999997,-9.940000,11.245960000000002,1.874326666666667,2.4352314067611704,0.40587190112686455
"Bobby Brink",23,F,N,1500000,79,11.620000,1.040000,1.7072000,0.00004,-1.720000,12.64724,2.1078733333333335,3.8365114067611685,0.6394185677935311
"Ryan Strome",31,F,N,5000000,82,11.692000,1.080000,2.1448000,0.00026000000000000003,-16.120000,-1.20294,-0.20048999999999997,-10.013668593238831,-1.6689447655398024
"Morgan Rielly",30,D,N,7500000,82,8.816000,2.680000,7.7724000,0.00035999999999999997,-3.940000,15.32876,2.5547933333333335,6.518031406761169,1.086338567793531
"Brett Howden",26,F,N,1900000,80,14.540000,0.000000,3.6124000,0.3821,-2.420000,16.1145,2.68575,7.303771406761168,1.2172952344601977
"Evgenii Dadonov",35,F,N,2250000,80,11.928000,2.060000,2.3696000,0,1.080000,17.437600000000003,2.906266666666667,8.626871406761172,1.4378119011268649
"Kiefer Sherwood",29,F,N,1500000,78,13.416000,0.360000,1.9720000,0.38294,1.320000,17.45094,2.90849,8.640211406761168,1.4400352344601977
"Trevor Moore",29,F,N,4200000,71,13.248000,0.700000,1.9724000,0.3836,3.560000,19.864,3.3106666666666666,11.05327140676117,1.8422119011268643
"Casey Mittelstadt",26,F,N,5750000,81,9.780000,2.820000,1.6440000,0,-4.960000,9.283999999999999,1.5473333333333332,0.4732714067611674,0.07887856779353086
"Reilly Smith",33,F,N,5000000,79,10.504000,1.400000,2.5992000,0.76334,-3.680000,11.58654,1.93109,2.775811406761168,0.4626352344601976
"Dougie Hamilton",31,D,N,9000000,64,9.196000,3.500000,5.2252000,0.0006000000000000001,-5.720000,12.201799999999999,2.033633333333333,3.391071406761167,0.5651785677935306
"Cam Fowler",33,D,N,6500000,68,9.708000,1.760000,5.3672000,0.00226,-4.120000,12.717459999999999,2.1195766666666667,3.9067314067611676,0.6511219011268643
"Jake Walman",28,D,N,3400000,65,10.704000,1.440000,8.7708000,0.0051400000000000005,-7.880000,13.039940000000001,2.1733233333333337,4.22921140676117,0.7048685677935314
"Owen Power",22,D,N,8350000,79,10.784000,1.240000,6.3944000,0.00294,-1.600000,16.821339999999996,2.803556666666666,8.010611406761164,1.3351019011268634
"Matt Grzelcyk",30,D,N,2750000,82,7.184000,2.700000,6.0052000,0.00116,-1.600000,14.290360000000002,2.3817266666666668,5.47963140676117,0.9132719011268644
"Jack Roslovic",27,F,N,2800000,81,14.144000,0.520000,1.2656000,0.00004,2.360000,18.289640000000002,3.048273333333334,9.47891140676117,1.5798185677935315
"Jack Quinn",23,F,Y,863334,74,9.848000,2.820000,1.1796000,0.0002,1.560000,15.4078,2.5679666666666665,6.597071406761168,1.0995119011268641
"Blake Coleman",33,F,N,4900000,82,11.724000,1.540000,4.0064000,0.38386,-4.560000,13.094259999999998,2.1823766666666664,4.283531406761167,0.713921901126864
"Vince Dunn",28,D,N,7350000,62,9.752000,2.480000,4.7156000,0.00030000000000000003,-0.560000,16.387900000000002,2.731316666666667,7.57717140676117,1.2628619011268645
"Neal Pionk",29,D,N,5875000,69,8.768000,2.800000,6.3572000,0.0035000000000000005,-11.760000,6.168699999999999,1.0281166666666666,-2.642028593238832,-0.4403380988731358
"Noah Dobson",24,D,N,4000000,71,10.476000,2.320000,7.3904000,0.0013999999999999998,-3.120000,17.0678,2.844633333333333,8.257071406761167,1.3761785677935305
"Noah Hanifin",27,D,Y,7350000,80,10.140000,2.120000,6.4728000,0.0019,-2.200000,16.5347,2.7557833333333335,7.723971406761169,1.287328567793531
"Brendan Gallagher",32,F,N,6500000,82,12.068000,2.060000,2.2444000,0,-1.100000,15.2724,2.5454,6.461671406761168,1.0769452344601975
"Michael Bunting",29,F,N,4500000,76,8.540000,4.820000,0.9396000,0,-6.480000,7.819599999999999,1.3032666666666666,-0.9911285932388321,-0.1651880988731358
"Logan Stankoven",21,F,N,814167,78,11.864000,1.760000,1.9872000,0,9.240000,24.8512,4.141866666666666,16.040471406761167,2.6734119011268636
"Vladislav Namestnikov",32,F,N,2000000,78,8.844000,2.300000,3.2136000,0.0014399999999999999,-3.960000,10.39904,1.7331733333333332,1.5883114067611679,0.26471856779353087
"Roman Josi",34,D,N,9059000,53,8.280000,3.380000,5.4048000,0.00276,-1.000000,16.06756,2.6779266666666666,7.256831406761169,1.2094719011268642
"Bowen Byram",23,D,N,3850000,82,10.464000,0.360000,7.1816000,0.0036000000000000003,-8.600000,9.4092,1.5682,0.5984714067611687,0.09974523446019767
"Shane Pinto",24,F,Y,3750000,70,11.692000,0.520000,3.5092000,1.1439599999999999,3.320000,20.18516,3.364193333333333,11.374431406761168,1.8957385677935308
"Marco Kasper",20,F,Y,886666,77,12.640000,1.040000,2.9544000,0.00114,-4.520000,12.11554,2.0192566666666667,3.304811406761168,0.5508019011268643
"Alex Killorn",35,F,N,6250000,82,12.424000,0.540000,1.5548000,0.38384,-1.880000,13.022639999999999,2.1704399999999997,4.211911406761168,0.7019852344601973
"Frederick Gaudreau",31,F,N,2100000,82,11.140000,1.700000,3.6548000,0.00356,-0.160000,16.33836,2.7230600000000003,7.52763140676117,1.254605234460198
"Nino Niederreiter",32,F,N,4000000,82,10.460000,2.620000,2.5924000,0,0.800000,16.4724,2.7454,7.661671406761169,1.2769452344601977
"Noah Cates",25,F,N,2625000,78,11.940000,0.700000,3.3108000,0.0031000000000000003,3.560000,19.5139,3.2523166666666667,10.703171406761168,1.7838619011268644
"Morgan Frost",25,F,N,2100000,81,9.304000,3.020000,3.4236000,0,-0.440000,15.3076,2.551266666666667,6.496871406761169,1.0828119011268644
"Jonathan Drouin",29,F,N,2500000,43,7.836000,2.640000,0.7736000,0.00004,-0.760000,10.48964,1.7482733333333333,1.6789114067611681,0.279818567793531
"Andrei Kuzmenko",28,F,N,5500000,66,7.868000,2.980000,1.2556000,0,5.480000,17.5836,2.9306,8.772871406761169,1.4621452344601977
"Andre Burakovsky",29,F,N,5500000,79,10.020000,1.440000,1.5972000,0,4.240000,17.2972,2.8828666666666667,8.486471406761169,1.4144119011268643
"Darren Raddysh",28,D,N,975000,73,8.608000,1.940000,4.2032000,0.00026000000000000003,-0.920000,13.831460000000002,2.3052433333333338,5.02073140676117,0.8367885677935314
"Zack Bolduc",21,F,N,863334,72,9.360000,3.280000,2.4432000,0,-4.900000,10.1832,1.6971999999999998,1.3724714067611679,0.22874523446019746
"Dawson Mercer",23,F,N,4000000,82,10.356000,2.400000,3.6644000,0.3839,-1.600000,15.204300000000002,2.53405,6.39357140676117,1.0655952344601978
"Colton Parayko",31,D,N,6500000,64,11.780000,0.340000,9.1208000,0.38434,0.480000,22.105140000000002,3.6841900000000005,13.29441140676117,2.2157352344601984
"James van Riemsdyk",35,F,N,900000,71,11.540000,0.520000,0.9244000,0,1.560000,14.544400000000001,2.424066666666667,5.73367140676117,0.9556119011268647
"Jordan Martinook",32,F,N,3050000,79,12.192000,0.000000,3.3456000,0.00434,-1.640000,13.901939999999998,2.3169899999999997,5.0912114067611665,0.8485352344601973
"Jordan Staal",36,F,N,2900000,75,11.172000,0.000000,2.8152000,0.7645,-0.320000,14.4317,2.405283333333333,5.620971406761168,0.9368285677935309
"Jake Evans",28,F,N,1700000,82,9.680000,0.000000,3.6616000,1.14566,11.320000,25.80726,4.30121,16.996531406761168,2.8327552344601976
"Seth Jones",30,D,Y,9500000,63,6.524000,4.220000,6.2904000,0.00516,-4.280000,12.75956,2.1265933333333336,3.948831406761169,0.6581385677935312
"Eeli Tolvanen",25,F,N,3475000,81,12.572000,1.220000,4.0308000,0.0010400000000000001,-0.780000,17.04384,2.84064,8.233111406761168,1.3721852344601977
"Joshua Norris",25,F,N,7950000,56,8.096000,2.940000,2.8020000,1.14444,-2.800000,12.18244,2.0304066666666665,3.371711406761168,0.5619519011268641
"Charlie Coyle",32,F,N,5250000,83,10.120000,1.740000,3.5952000,0.38396,1.440000,17.27916,2.8798600000000003,8.46843140676117,1.411405234460198
"Nick Foligno",37,F,N,4500000,78,10.024000,1.040000,1.9156000,0.76444,-1.620000,12.12404,2.0206733333333333,3.3133114067611693,0.552218567793531
"Alexander Wennberg",30,F,N,5000000,77,8.072000,2.280000,4.5600000,0.0028399999999999996,8.040000,22.95484,3.825806666666667,14.14411140676117,2.357351901126864
"Maxim Tsyplakov",26,F,Y,950000,77,10.516000,0.700000,2.5036000,0,-8.140000,5.579599999999999,0.9299333333333332,-3.2311285932388323,-0.5385214322064692
"Valeri Nichushkin",29,F,N,6125000,43,10.488000,2.240000,1.4140000,0.00256,-0.160000,13.98456,2.33076,5.173831406761169,0.8623052344601978
"Bobby McMann",28,F,N,1350000,74,11.924000,1.560000,1.5784000,0.00004,-2.780000,12.282440000000001,2.0470733333333335,3.4717114067611696,0.5786185677935312
"Ilya Mikheyev",30,F,N,4750000,80,12.088000,0.000000,0.9616000,1.14394,-2.240000,11.95354,1.9922566666666668,3.1428114067611688,0.5238019011268644
"Jackson Blake",21,F,Y,905833,80,10.372000,2.060000,1.9276000,0,3.880000,18.2396,3.0399333333333334,9.428871406761168,1.571478567793531
"Adam Lowry",31,F,N,3250000,73,11.504000,0.000000,3.8720000,0.0039,4.320000,19.6999,3.2833166666666664,10.889171406761168,1.814861901126864
"Ridly Greig",22,F,Y,863334,78,7.964000,2.100000,2.7432000,0.7635,-6.960000,6.6107000000000005,1.1017833333333333,-2.200028593238831,-0.36667143220646903
"Marcus Johansson",34,F,N,2000000,72,9.496000,1.240000,1.4356000,0.38024,2.320000,14.87184,2.47864,6.061111406761169,1.0101852344601976
"Patrik Laine",26,F,N,8700000,52,5.836000,5.820000,1.5224000,0,-0.920000,12.2584,2.043066666666667,3.4476714067611685,0.5746119011268644
"Jesperi Kotkaniemi",24,F,N,4820000,78,11.040000,0.180000,1.8144000,0.0001,-5.280000,7.754499999999999,1.2924166666666665,-1.0562285932388322,-0.17603809887313582
"Christian Dvorak",28,F,N,4450000,82,10.464000,0.520000,4.3976000,0.0045,1.600000,16.9861,2.8310166666666667,8.175371406761169,1.3625619011268644
"Cole Sillinger",21,F,N,2250000,66,9.664000,0.860000,2.0576000,0.38276,-3.800000,9.164359999999999,1.5273933333333332,0.353631406761167,0.058938567793530794
"Vladimir Tarasenko",33,F,N,4750000,80,9.428000,1.600000,1.9692000,0.000059999999999999995,5.000000,17.997259999999997,2.999543333333333,9.186531406761166,1.5310885677935306
"Brady Skjei",30,D,N,7000000,82,8.996000,2.120000,5.3124000,0.004860000000000001,-7.880000,8.553260000000002,1.4255433333333336,-0.25746859323882987,-0.04291143220646876
"Mattias Ekholm",34,D,N,6250000,65,9.088000,1.740000,5.8488000,0.0041600000000000005,-5.720000,10.96096,1.8268266666666666,2.1502314067611685,0.35837190112686423
"Max Domi",29,F,N,3750000,74,8.648000,1.260000,1.8724000,0,-13.060000,-1.2796000000000003,-0.21326666666666672,-10.090328593238832,-1.681721432206469
"Ivan Provorov",27,D,N,6750000,82,8.440000,0.700000,7.7632000,0.3852,-0.940000,16.348399999999998,2.724733333333333,7.5376714067611665,1.2562785677935306
"Filip Hronek",27,D,N,7250000,61,7.948000,1.260000,4.5356000,0.0046,-10.400000,3.3482000000000003,0.5580333333333334,-5.462528593238831,-0.910421432206469
"Darnell Nurse",29,D,N,9250000,76,10.328000,0.360000,8.3564000,0.38344,-12.760000,6.66784,1.1113066666666667,-2.1428885932388315,-0.3571480988731357
"Mason Lohrei",23,D,Y,925000,77,5.932000,3.040000,5.6740000,0.0006600000000000001,1.600000,16.246660000000002,2.707776666666667,7.435931406761171,1.2393219011268648
"Brandt Clarke",21,D,Y,863334,78,7.916000,1.940000,7.4248000,0.0001,-5.400000,11.880899999999999,1.9801499999999999,3.070171406761167,0.5116952344601975
"Alex Pietrangelo",34,D,N,8800000,71,9.068000,0.360000,8.4884000,0.00414,-0.320000,17.60054,2.9334233333333333,8.789811406761167,1.464968567793531
"Aaron Ekblad",28,D,N,7500000,56,6.636000,1.980000,4.0080000,0.004860000000000001,-6.080000,6.548860000000001,1.0914766666666669,-2.2618685932388303,-0.3769780988731355
"Mathieu Olivier",27,F,N,1100000,82,11.436000,0.000000,4.8744000,0.38184,-5.540000,11.152240000000003,1.8587066666666672,2.341511406761171,0.3902519011268648
"Yegor Sharangovich",26,F,N,3100000,73,9.088000,2.240000,1.7576000,0.38144,1.120000,14.587039999999998,2.431173333333333,5.776311406761167,0.9627185677935308
"Mikael Backlund",35,F,N,4500000,76,10.640000,1.240000,3.1240000,0.3846,-5.760000,9.6286,1.6047666666666667,0.817871406761169,0.1363119011268643
"Evan Rodrigues",31,F,N,3000000,82,10.056000,1.900000,1.3832000,0.00004,-1.400000,11.93924,1.9898733333333334,3.1285114067611683,0.521418567793531
"Eric Robinson",29,F,N,950000,82,11.320000,0.000000,1.1772000,0.0015,3.000000,15.4987,2.5831166666666667,6.687971406761168,1.1146619011268644
"Trevor Zegras",23,F,N,5750000,57,9.708000,0.880000,1.5440000,0,-3.980000,8.152,1.3586666666666665,-0.6587285932388323,-0.1097880988731359
"J.T. Compher",29,F,N,5100000,76,7.708000,2.420000,3.7676000,0.0031000000000000003,-1.120000,12.7787,2.1297833333333336,3.967971406761169,0.6613285677935312
"Luke Evangelista",22,F,Y,797500,68,9.704000,1.060000,0.7672000,0,3.400000,14.9312,2.4885333333333333,6.120471406761169,1.020078567793531
"Jared Spurgeon",35,D,N,7575000,66,7.852000,1.780000,7.2572000,0.0017000000000000001,-3.480000,13.410899999999998,2.2351499999999995,4.6001714067611665,0.7666952344601972
"Justin Faulk",32,D,N,6500000,78,6.924000,2.320000,6.4032000,0.0026000000000000003,-7.000000,8.649799999999999,1.441633333333333,-0.16092859323883246,-0.026821432206469265
"Nicolas Roy",27,F,N,3000000,71,9.992000,1.040000,2.8004000,0.0015400000000000001,-9.500000,4.33394,0.7223233333333333,-4.476788593238831,-0.746131432206469
"Mackie Samoskevich",22,F,Y,925000,72,8.444000,2.620000,1.9256000,0,4.240000,17.229599999999998,2.8715999999999995,8.418871406761166,1.4031452344601971
"Alex Iafallo",31,F,N,4000000,82,7.984000,2.760000,3.9332000,0.00354,0.020000,14.700739999999998,2.450123333333333,5.890011406761166,0.9816685677935306
"Scott Laughton",30,F,N,3000000,80,10.540000,0.000000,3.0952000,0.383,-0.440000,13.5782,2.2630333333333335,4.767471406761169,0.7945785677935311
